gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
POLR2H	1447013	268	44	1064340	173448	0	5	0	0	50	143	55149894	8.080553e-02	1
CAMK4	192731	767	29	3208788	638604	0	4	1	0	50	21	39985020	8.132712e-02	1
LCE2A	169158	818	24	714816	139284	0	3	0	0	50	52	36713160	8.187684e-02	1
NCAPG	271201	1073	21	7011504	1214136	0	5	2	0	50	9	38688102	8.232617e-02	1
EHD1	3218288	209	61	3545172	714816	0	15	2	0	50	100	47752074	8.299857e-02	1
FAM49A	8240	1427	-4	2287674	371862	0	3	0	0	50	16	39563226	8.419428e-02	1
SMC6	135213	1245	1	7746030	1136610	0	7	2	0	50	11	32371704	8.474326e-02	1
AADACL2	91028	611	-5	2708154	503262	0	6	0	0	13	11	11257038	8.480349e-02	1
OSBPL1A	150936	360	35	6734250	1047258	0	12	1	0	20	10	14067684	8.694367e-02	1
IL21R	228256	597	36	3562254	771318	0	7	2	0	20	10	13705020	8.830811e-02	1
LEF1	231204	771	22	2956500	557136	0	5	0	0	50	30	38741976	8.957822e-02	1
MRGPRX4	631291	436	20	2065608	486180	0	10	1	0	50	78	45913788	8.970904e-02	1
PDCD1LG2	307589	556	37	1861938	361350	0	5	0	0	50	49	32221908	9.019774e-02	1
GPR12	173793	619	18	2118168	533484	0	6	1	0	48	36	23153994	9.036368e-02	1
WASL	86898	536	-13	3352014	742410	0	11	1	0	13	25	14125500	9.081004e-02	1
RPL5	582788	274	4	2078748	354780	0	11	0	0	50	105	44024256	9.090411e-02	1
SPATA8	93099	986	-46	702990	153738	0	5	0	0	50	110	31691052	9.138756e-02	1
MSR1	53956	947	-48	3210102	568962	0	15	1	0	50	88	31265316	9.147006e-02	1
IRAK2	744536	224	49	4204800	861984	0	14	1	0	10	6	5110146	9.178686e-02	1
MMRN2	396293	164	36	6192882	1359990	0	18	5	0	10	6	7095600	9.179185e-02	1
OVOL2	764857	499	-9	1864566	342954	0	9	0	0	50	78	30777822	9.216191e-02	1
RETNLB	129526	941	-3	760806	148482	0	3	0	0	50	86	37488420	9.246688e-02	1
RTN2	1183590	164	41	3522834	886950	0	16	2	0	50	77	35050950	9.269477e-02	1
UBD	403531	798	18	1102446	216810	0	7	0	0	50	50	31237722	9.333901e-02	1
CLSTN2	93930	998	9	6513498	1191798	0	13	4	0	17	13	15471036	9.383611e-02	1
IKBKB	514464	361	44	5283594	905346	0	13	1	0	8	10	8965422	9.420686e-02	1
E2F8	132848	504	16	5777658	1181286	0	9	1	0	29	13	18987300	9.425580e-02	1
PPP4R1	454636	202	51	6541092	1156320	0	19	2	0	43	53	30469032	9.440505e-02	1
GGN	1467279	253	0	3899952	1274580	0	14	1	0	20	24	11617074	9.537557e-02	1
PRSS1	285408	636	11	1675350	332442	0	7	1	0	50	91	43285788	9.545358e-02	1
SLC5A12	52729	921	-8	4137786	889578	0	16	3	0	11	31	11645982	9.596498e-02	1
SHKBP1	820124	226	40	4634478	1131354	0	13	1	0	21	14	15015078	9.600026e-02	1
TNFRSF14	339388	228	38	1917126	395514	0	7	1	0	21	19	14088708	9.712224e-02	1
CASP5	45234	626	-20	3103668	528228	0	13	1	0	25	25	15494688	9.800629e-02	1
TRMT11	142337	297	11	3253464	530856	0	7	0	0	50	34	35158698	9.937110e-02	1
TMC1	395593	486	10	5358492	851472	0	15	2	0	50	64	35826210	9.977551e-02	1
GPR150	307041	359	32	2591208	838332	0	11	0	0	8	5	6575256	9.987358e-02	1
NDUFC1	387523	299	20	526914	111690	0	3	0	0	50	60	42850854	1.003896e-01	1
EPHA5	57073	706	-19	6995736	1366560	0	20	3	0	33	61	30608316	1.011096e-01	1
BCHE	28918	1215	-18	4076028	709560	0	13	1	0	50	69	40649904	1.012108e-01	1
PGAP3	1284992	226	38	2144448	465156	0	8	1	0	50	87	40690638	1.015220e-01	1
DHRS9	303546	646	12	2136564	428364	0	7	0	0	50	96	46498518	1.016327e-01	1
LIFR	159760	271	-2	7523964	1332396	0	11	1	0	30	17	22181634	1.017125e-01	1
SOX5	29515	973	-7	5217894	984186	0	15	2	0	35	48	24457482	1.023741e-01	1
KIAA1715	237188	967	11	2940732	567648	0	7	1	0	50	48	36347868	1.028836e-01	1
FAM26D	261450	479	19	876438	145854	0	3	0	0	50	52	42392268	1.031005e-01	1
EBF1	123440	728	39	4003758	821250	0	8	1	0	50	30	34604190	1.043085e-01	1
C16orf90	805495	246	39	1185228	278568	0	3	0	0	50	37	42016464	1.043158e-01	1
AGTR1	271257	825	-24	2374398	474354	0	7	0	0	23	26	15356718	1.050370e-01	1
PROK2	86859	605	6	883008	173448	0	3	0	0	50	59	38372742	1.050643e-01	1
SPRR4	426723	748	28	554508	86724	0	5	0	0	5	5	2662164	1.064802e-01	1
ZIC4	20725	1070	-30	2769912	580788	0	16	1	0	50	132	46502460	1.071362e-01	1
GPR111	176427	691	7	4277070	876438	0	14	1	0	33	68	32514930	1.082902e-01	1
RNF133	53042	1027	6	2496600	480924	0	7	1	0	50	76	42175458	1.083035e-01	1
IFIT2	253000	263	27	3237696	501948	0	11	1	0	50	56	36136314	1.089319e-01	1
COX6B2	1028808	209	19	643860	89352	0	4	0	0	50	95	34656750	1.090818e-01	1
COL22A1	5667	846	-22	10670994	2829042	0	33	9	0	25	32	17172666	1.091171e-01	1
C3AR1	142724	300	23	3141774	676710	0	3	0	0	21	3	17398674	1.092047e-01	1
SGCB	114535	815	8	2194380	378432	0	8	1	0	50	75	40262274	1.093678e-01	1
LIMCH1	319991	391	31	7551558	1341594	0	22	4	0	33	42	24824088	1.100611e-01	1
MLF1IP	299322	515	32	2952558	482238	0	9	0	0	31	40	26634780	1.101613e-01	1
GUCY2C	339860	720	4	7479288	1261440	0	9	0	0	6	0	5612094	1.105668e-01	1
RDX	137601	158	10	4146984	593928	0	4	1	0	50	16	40175550	1.106598e-01	1
C2orf40	99910	798	0	1015722	190530	0	3	1	0	9	2	5220522	1.106918e-01	1
FAM71F1	875359	304	30	2334978	453330	0	10	0	0	50	85	37646100	1.111221e-01	1
BAI3	11277	1175	-22	10493604	1829088	0	29	6	0	25	34	18007056	1.117729e-01	1
ADRA2B	792336	366	41	2819844	712188	0	9	2	0	50	66	49130460	1.119620e-01	1
RELL1	137374	764	41	1822518	390258	0	4	0	0	50	28	35715834	1.125388e-01	1
MSH3	319054	752	36	7792020	1427004	0	12	4	0	25	13	17432838	1.132737e-01	1
MED7	166999	1198	18	1612278	243090	0	1	0	0	50	4	36086382	1.140612e-01	1
MPPE1	323758	148	39	2704212	520344	0	3	1	0	23	5	13317390	1.144631e-01	1
RABGAP1L	235125	938	7	5965560	977616	0	14	1	0	19	24	16187166	1.146107e-01	1
DEFB115	562665	594	-29	611010	101178	0	3	0	0	50	76	30344202	1.152755e-01	1
CCDC68	89155	373	-5	2424330	340326	0	7	2	0	5	2	3323106	1.153788e-01	1
NEGR1	23816	1136	-23	2378340	488808	0	10	1	0	12	22	9401670	1.160997e-01	1
TNP2	632841	308	37	963162	148482	0	5	0	0	50	85	41368662	1.168616e-01	1
ZNF2	223452	616	24	2893428	515088	0	7	0	0	44	50	35152128	1.177670e-01	1
TMEM45B	632501	231	-2	1882962	345582	0	9	0	0	49	88	38400336	1.177766e-01	1
KRTAP4-7	NaN	NaN	NaN	1051200	178704	0	5	0	0	50	216	74021562	1.186287e-01	1
KRTAP20-3	NaN	NaN	NaN	310104	49932	0	2	0	0	50	216	73892790	1.191716e-01	1
CDH9	39282	1140	-26	5383458	960534	0	19	2	0	15	21	10979784	1.193439e-01	1
GTDC1	60793	692	12	3189078	524286	0	5	0	0	50	44	39557970	1.203130e-01	1
FXR1	182655	1058	-2	4296780	775260	0	6	1	0	11	1	6054912	1.203372e-01	1
OR51I1	99042	1030	1	2040642	453330	0	6	1	0	50	56	36070614	1.209838e-01	1
VAMP8	1158965	170	43	687222	130086	0	3	0	0	50	87	37881306	1.211373e-01	1
NHLRC3	150239	998	11	2338920	467784	0	4	0	0	50	30	40619682	1.215031e-01	1
SLAIN1	131557	900	38	2357316	465156	0	4	0	0	50	28	38320182	1.220005e-01	1
KCNA3	318208	730	22	3670002	871182	0	7	2	0	18	7	14677380	1.223953e-01	1
MS4A14	433906	899	24	4576662	826506	0	6	1	0	18	4	11320110	1.224080e-01	1
HLA-DRB5	1070559	595	14	1808064	354780	0	9	1	0	50	110	42585426	1.234239e-01	1
ZNF80	410007	614	10	1864566	295650	0	10	0	0	50	104	39236040	1.234280e-01	1
HHAT	87459	754	1	3520206	742410	0	8	1	0	21	25	21071304	1.241133e-01	1
WASF2	795528	156	26	3267918	750294	0	5	0	0	21	15	20188296	1.242300e-01	1
MAP3K7	74576	643	17	4217940	735840	0	8	0	0	42	24	30894768	1.242683e-01	1
DBX1	175444	453	-5	2413818	637290	0	10	1	0	50	71	35591004	1.246740e-01	1
EVC	101111	641	18	6722424	1316628	0	25	5	0	4	5	4279698	1.254907e-01	1
MECOM	215619	985	-10	8569908	1405980	0	15	1	0	43	34	31122090	1.261381e-01	1
TMC3	245396	787	28	7463520	1437516	0	10	3	0	37	17	26354898	1.263757e-01	1
EIF4A2	449980	384	25	2836926	490122	0	7	2	0	20	22	15451326	1.264406e-01	1
SH2D1B	363646	391	1	935568	144540	0	3	0	0	50	64	35788104	1.265477e-01	1
CA1	99296	1463	15	1809378	335070	0	2	1	0	22	2	12062520	1.266981e-01	1
OR5J2	10101	1007	-38	2043270	419166	0	8	0	0	16	46	17784990	1.267632e-01	1
VSIG2	168652	622	14	2128680	530856	0	9	1	0	50	66	36194130	1.272132e-01	1
SERPINA1	201688	843	9	2822472	522972	0	13	1	0	50	101	40158468	1.274310e-01	1
MANEA	29596	1315	-6	3147030	545310	0	5	0	0	25	8	17971578	1.276183e-01	1
PLEKHB2	461881	331	16	1537380	294336	0	5	0	0	50	55	36401742	1.278899e-01	1
SKIV2L2	344578	395	38	7286130	1215450	0	12	2	0	38	35	29833056	1.279142e-01	1
FAM78A	745091	213	50	1857996	391572	0	6	1	0	10	5	5029992	1.283526e-01	1
ATP10D	93423	528	29	9660528	1821204	0	22	1	0	1	1	3779064	1.283545e-01	1
GPR6	209151	624	13	2208834	658314	0	9	3	0	35	71	35203374	1.292664e-01	1
GULP1	98119	869	-12	2164158	345582	0	7	0	0	50	87	58311378	1.293827e-01	1
SF3B3	905402	131	40	8191476	1674036	0	21	1	0	2	3	3924918	1.294825e-01	1
C1orf94	28616	907	16	3943314	842274	0	10	2	0	37	40	28977642	1.294926e-01	1
SIX3	133317	566	23	2105028	530856	0	4	1	0	50	24	37519956	1.298142e-01	1
GABRA6	12083	986	-6	3051108	612324	0	12	3	0	35	48	20700756	1.298458e-01	1
NUDCD1	134762	731	17	4116762	674082	0	6	1	0	50	30	37718370	1.299256e-01	1
MGST3	321831	408	0	1039374	219438	0	5	0	0	50	78	40199202	1.305787e-01	1
NKX6-3	434010	533	37	865926	222066	0	5	0	0	30	46	24148692	1.315491e-01	1
BTG2	574553	420	26	1052514	216810	0	5	1	0	7	6	3610872	1.320393e-01	1
AFF3	353071	868	12	8459532	1653012	0	22	1	0	20	19	13517118	1.337451e-01	1
DUSP26	91655	610	11	1370502	332442	0	5	1	0	10	12	8155998	1.337899e-01	1
THBS4	354204	746	36	6613362	1191798	0	12	2	0	45	29	31743612	1.338511e-01	1
BHLHA15	464632	375	26	1189170	319302	0	5	0	0	50	74	35152128	1.346464e-01	1
MAFB	308177	550	-29	2097144	457272	0	12	2	0	15	19	10083636	1.354956e-01	1
SULT1E1	9735	1009	4	2105028	294336	0	7	0	0	50	92	41417280	1.356290e-01	1
MFAP5	297035	320	19	1248300	218124	0	4	0	0	50	53	42799608	1.356470e-01	1
NACA2	323585	358	-8	1413864	299592	0	4	0	0	50	65	35895852	1.359244e-01	1
PHOX2B	308280	376	22	1988082	516402	0	6	2	0	7	7	6547662	1.362883e-01	1
C11orf52	437513	221	22	865926	148482	0	4	0	0	50	69	34392636	1.367296e-01	1
NCEH1	314731	235	20	2959128	622836	0	5	0	0	30	27	25220916	1.367724e-01	1
TTC29	34493	970	-9	3354642	513774	0	9	0	0	50	76	44660232	1.368447e-01	1
ADH7	332944	854	12	2785680	565020	0	9	2	0	44	45	27745110	1.373429e-01	1
TMEM159	338008	549	39	1076166	232578	0	4	0	0	50	59	37815606	1.381483e-01	1
ZCCHC4	233874	611	49	3630582	553194	0	6	0	0	29	14	16350102	1.381865e-01	1
PGC	429684	341	47	3267918	695106	0	8	0	0	15	21	14125500	1.385920e-01	1
POLR3G	84917	780	16	1651698	187902	0	3	0	0	50	32	37173060	1.400812e-01	1
PER3	370145	415	23	8086356	1600452	0	17	2	0	4	2	3976164	1.400961e-01	1
NDUFA10	271696	569	17	2493972	412596	0	3	0	0	10	3	12630168	1.406662e-01	1
HEATR5A	375544	154	20	11656494	2482146	0	20	2	0	18	22	22963464	1.406881e-01	1
ULK1	374096	180	23	6939234	1630674	0	18	1	0	15	16	16308054	1.412328e-01	1
L3MBTL3	68020	844	23	5485950	892206	0	13	1	0	50	41	35456976	1.412788e-01	1
ARSJ	100364	497	15	3961710	779202	0	8	3	0	28	19	17728488	1.415900e-01	1
NMU	247026	456	28	1248300	226008	0	5	1	0	8	2	3922290	1.418448e-01	1
ITGAM	1163323	478	7	7807788	1600452	0	22	1	0	6	8	7292700	1.418974e-01	1
DZIP1L	175494	464	8	5224464	1006524	0	15	2	0	30	41	21539088	1.420238e-01	1
TIAF1	1586181	236	33	735840	178704	0	4	0	0	50	83	40199202	1.426594e-01	1
GFI1	370328	580	1	2780424	617580	0	11	2	0	27	45	22005558	1.427827e-01	1
GABRA4	104768	839	15	3689712	770004	0	5	2	0	50	28	34690914	1.430028e-01	1
DHRS11	468055	548	23	1734480	386316	0	4	1	0	50	45	34784208	1.431762e-01	1
PHF17	163287	544	26	5781600	1035432	0	12	3	0	27	18	18687708	1.432048e-01	1
FAM173B	623675	325	5	1557090	335070	0	6	0	0	50	132	52521894	1.433273e-01	1
PYY	920082	241	29	639918	158994	0	4	0	0	50	85	33296760	1.437059e-01	1
EIF4A1	1957426	194	24	2789622	526914	0	7	0	0	10	10	7898454	1.437991e-01	1
GPR141	103891	630	6	2024874	387630	0	5	0	0	50	72	40734000	1.442318e-01	1
PIK3R5	359348	636	10	5823648	1311372	0	20	3	0	33	51	25799076	1.445987e-01	1
GPC1	409918	407	20	3662118	829134	0	7	1	0	25	23	20583810	1.459926e-01	1
COMMD3	195915	462	23	1386270	237834	0	5	0	0	50	46	31899978	1.461821e-01	1
GSDMA	1652518	216	28	3002490	629406	0	10	1	0	50	96	43875774	1.463952e-01	1
RNF182	256934	590	20	1618848	336384	0	4	0	0	50	51	33669936	1.464646e-01	1
WFDC9	736165	438	18	642546	98550	0	4	0	0	50	109	37815606	1.464947e-01	1
CCL7	26189	889	-12	695106	119574	0	2	0	0	50	88	53092170	1.469826e-01	1
DEFB113	70183	1258	-7	561078	82782	0	2	0	0	45	19	27495450	1.471325e-01	1
ZNF365	157974	731	-3	4754052	888264	0	14	3	0	46	52	34015518	1.472308e-01	1
CA3	100997	1460	-18	1788354	337698	0	7	1	0	6	3	4623966	1.473038e-01	1
HSPA14	255871	306	35	3458448	699048	0	7	1	0	40	25	27056574	1.475606e-01	1
PTH2R	221399	671	0	3760668	709560	0	10	2	0	22	23	12959982	1.481981e-01	1
HAVCR2	166999	1198	18	2031444	412596	0	2	0	0	50	4	36086382	1.495213e-01	1
GSX2	77093	472	20	1936836	483552	0	3	1	0	10	1	8706564	1.497716e-01	1
GRID2	4518	1143	-17	6739506	1362618	0	18	4	0	15	15	9270270	1.498743e-01	1
DSCR4	78525	448	1	792342	166878	0	2	0	0	50	38	32763276	1.499917e-01	1
ABCG8	501561	480	30	4528044	917172	0	13	2	0	50	94	45857286	1.500488e-01	1
USP25	74958	477	30	7435926	1131354	0	10	1	0	24	15	18294822	1.501788e-01	1
HCN1	80822	1235	-24	5847300	1256184	0	23	6	0	14	17	8191476	1.509398e-01	1
GCG	95439	554	7	1281150	198414	0	3	0	0	50	59	36422766	1.510350e-01	1
RGS19	1032302	312	51	1482192	289080	0	7	2	0	18	37	14714172	1.522671e-01	1
CRMP1	101380	643	14	4643676	1022292	0	8	3	0	30	13	19075338	1.524673e-01	1
PIK3R4	198723	430	17	9198000	1716084	0	10	0	0	8	0	6359760	1.524927e-01	1
IMPA2	336901	181	48	1906614	445446	0	6	0	0	26	28	17995230	1.528117e-01	1
CHTF8	1179391	201	24	809424	183960	0	4	0	0	50	110	42216192	1.533973e-01	1
IGF2BP1	820571	174	28	3931488	772632	0	9	2	0	16	16	14626134	1.534238e-01	1
C12orf49	228972	411	-2	1428318	237834	0	6	0	0	50	100	37857654	1.536293e-01	1
SIM1	103376	626	0	5150880	1001268	0	12	1	0	21	17	13201758	1.541093e-01	1
APOBEC1	237142	672	14	1637244	278568	0	6	2	0	26	40	16775838	1.551574e-01	1
ATP5H	1111289	171	31	1161576	173448	0	5	0	0	50	95	32185116	1.556595e-01	1
PBX1	61567	624	-24	2924964	557136	0	10	1	0	31	36	20857122	1.560941e-01	1
SAMD13	226331	769	-12	817308	136656	0	3	0	0	50	54	29771298	1.562602e-01	1
CSNK2A1	671817	229	40	2735748	470412	0	7	0	0	8	12	12920562	1.565043e-01	1
CXCL17	704668	235	34	842274	135342	0	2	0	0	50	55	35091684	1.566340e-01	1
SYCP2	73470	842	-30	10942992	1579428	0	22	2	0	12	11	10572444	1.570508e-01	1
TXNDC5	748889	288	10	2905254	608382	0	17	2	0	15	82	26068446	1.574206e-01	1
XPNPEP1	248752	644	-31	4592430	876438	0	7	1	0	3	1	6047028	1.580033e-01	1
STOML1	337765	439	34	2578068	635976	0	12	2	0	16	29	12329262	1.580575e-01	1
TAS2R38	198115	856	-6	2179926	463842	0	8	0	0	47	83	37121814	1.586106e-01	1
CLDN25	148947	534	4	1455912	357408	0	4	1	0	50	46	31342842	1.587190e-01	1
LAIR1	742939	507	-9	1942092	423108	0	7	2	0	50	82	33265224	1.588429e-01	1
TOMM20L	290701	552	46	1073538	185274	0	4	0	0	50	51	34220502	1.594131e-01	1
HAO1	67871	715	-23	2479518	524286	0	7	2	0	16	16	10778742	1.596486e-01	1
ARHGAP10	75227	678	22	5512230	923742	0	12	3	0	8	3	5485950	1.596960e-01	1
WDR1	223391	873	42	4141728	791028	0	6	1	0	50	18	31940712	1.601682e-01	1
CHCHD6	250457	604	39	1625418	314046	0	4	1	0	10	7	6882732	1.612674e-01	1
SCGN	260299	630	23	1992024	296964	0	5	0	0	50	49	32949864	1.618460e-01	1
TYRP1	77286	530	-31	3614814	700362	0	13	2	0	12	27	10831302	1.619874e-01	1
DEFA4	131884	628	11	641232	152424	0	2	0	0	50	59	36421452	1.620424e-01	1
IMMP2L	67842	871	-7	1204938	235206	0	4	0	0	50	107	52519266	1.628207e-01	1
CPXM2	147419	771	10	5091750	1013094	0	12	3	0	50	45	35050950	1.633781e-01	1
LY86	133091	314	29	1135296	197100	0	2	0	0	50	34	39494898	1.634265e-01	1
GLYAT	285823	620	9	2065608	333756	0	5	0	0	50	64	37450314	1.637110e-01	1
HRCT1	853975	298	55	724014	195786	0	5	0	0	50	78	32371704	1.639293e-01	1
C15orf53	98316	561	20	1173402	261486	0	1	0	0	50	12	37345194	1.639512e-01	1
CCDC59	53465	1263	-24	1704258	240462	0	7	2	0	5	3	2258766	1.671813e-01	1
LRRC3	893345	411	43	1622790	411282	0	6	1	0	35	60	28270710	1.672194e-01	1
SPRY2	44501	729	60	2066922	434934	0	7	1	0	50	59	35939214	1.674493e-01	1
GYPB	146672	990	-12	632034	140598	0	2	0	0	50	47	35689554	1.680296e-01	1
GPSM3	2119974	392	28	1045944	265428	0	4	0	0	50	66	46179216	1.683531e-01	1
UBE2U	175464	384	0	1639872	233892	0	7	0	0	50	105	44829738	1.688628e-01	1
MUT	64105	1139	-14	5015538	1031490	0	4	0	0	18	3	21859704	1.689153e-01	1
S100A11	527465	349	35	722700	134028	0	4	1	0	1	5	1968372	1.689441e-01	1
SLC12A8	372775	150	47	4719888	1053828	0	9	2	0	14	7	8526546	1.690218e-01	1
CREG2	475096	278	19	1886904	444132	0	7	0	0	23	40	18275112	1.693322e-01	1
ZNF502	433000	541	28	3777750	540054	0	11	1	0	23	23	15343578	1.698426e-01	1
PAXIP1	162706	628	-6	7405704	1245672	0	21	2	0	36	55	36339984	1.698553e-01	1
SIK1	807666	312	65	5081238	1236474	0	16	4	0	27	33	21537774	1.699929e-01	1
NUDT16L1	717235	194	35	1359990	337698	0	5	1	0	45	98	35974692	1.702080e-01	1
PCDH10	9477	1355	-31	6817032	1584684	0	26	5	0	26	63	23755806	1.706537e-01	1
OR5P3	103028	823	-1	2001222	455958	0	5	1	0	50	74	40456746	1.707141e-01	1
VGLL3	55913	332	-18	2168100	441504	0	4	1	0	50	34	35878770	1.707705e-01	1
OR6S1	709113	577	11	2107656	509832	0	9	1	0	48	110	45547182	1.715493e-01	1
SULT4A1	157623	473	13	1982826	327186	0	8	0	0	50	87	41569704	1.721567e-01	1
HIST1H4E	390169	544	57	645174	180018	0	9	1	0	12	21	3416400	1.722347e-01	1
SIPA1L1	161803	523	34	12017844	2423016	0	18	6	0	31	18	21943800	1.723176e-01	1
DPPA2	22565	1096	-19	2081376	360036	0	7	0	0	50	87	35340030	1.729895e-01	1
FOXN3	111760	684	20	3325734	608382	0	8	1	0	50	38	38673648	1.737283e-01	1
C2orf42	677043	143	42	3871044	746352	0	8	1	0	17	19	13605156	1.738992e-01	1
DEDD2	790787	299	37	2048526	571590	0	7	1	0	50	91	48543102	1.751469e-01	1
MYOZ2	241167	683	1	1817262	324558	0	5	1	0	50	77	38970612	1.755499e-01	1
CAPRIN2	286973	420	-8	7648794	1423062	0	11	1	0	9	5	9515988	1.758790e-01	1
C17orf51	NaN	NaN	NaN	1412550	348210	0	9	0	0	50	216	74191068	1.770916e-01	1
CCR5	243983	625	36	2329722	463842	0	4	1	0	50	45	31497894	1.772183e-01	1
C2orf83	186199	353	25	1220706	250974	0	2	0	0	50	31	38371428	1.776150e-01	1
SLC25A4	317559	530	42	1990710	398142	0	5	0	0	47	44	27398214	1.782359e-01	1
CD5L	116471	778	28	2340234	455958	0	5	0	0	50	33	40045464	1.783290e-01	1
APOA2	728669	234	37	696420	131400	0	2	0	0	39	44	29733192	1.789388e-01	1
TAAR8	178165	618	22	2245626	453330	0	4	1	0	50	49	36024624	1.795847e-01	1
FUT1	1635420	190	44	2332350	563706	0	8	1	0	50	84	41526342	1.799102e-01	1
GIMAP6	682986	689	20	1927638	398142	0	5	0	0	14	13	12917934	1.803176e-01	1
PRAMEF2	118495	792	12	3186450	589986	0	5	2	0	20	10	13029624	1.803447e-01	1
C20orf85	372863	576	7	938196	186588	0	5	0	0	32	67	25445610	1.806460e-01	1
PIK3CB	281611	424	26	7404390	1254870	0	14	1	0	12	6	8011458	1.807182e-01	1
NR4A2	117105	440	4	4001130	784458	0	11	2	0	50	44	28134054	1.814785e-01	1
NCOA7	184468	179	18	6488532	1103760	0	9	2	0	31	13	18662742	1.817567e-01	1
IDH1	260367	539	17	2869776	486180	0	8	0	0	42	59	36480582	1.819826e-01	1
TRUB1	188808	343	9	2323152	515088	0	8	1	0	50	86	38995578	1.823237e-01	1
CSF2RB	750264	469	44	5828904	1377072	0	7	1	0	7	1	7142904	1.824788e-01	1
NMT2	236087	620	23	3475530	579474	0	8	2	0	9	5	6592338	1.829412e-01	1
PRLH	492799	440	11	543996	157680	0	3	0	0	50	107	43635312	1.830112e-01	1
TBPL1	102500	359	6	1302174	235206	0	3	0	0	50	42	33677820	1.833311e-01	1
WNT5A	28683	425	20	2564928	480924	0	6	1	0	25	22	20783538	1.842661e-01	1
TMEM25	1359480	167	47	2451924	614952	0	9	0	0	50	74	43683930	1.843019e-01	1
MLEC	1741363	349	42	1936836	415224	0	8	1	0	50	72	36397800	1.844042e-01	1
MMAA	224882	1168	19	2802762	563706	0	3	0	0	50	9	31672656	1.845546e-01	1
FCER1G	728669	234	37	612324	120888	0	2	0	0	39	44	29733192	1.846549e-01	1
RFT1	907827	192	39	3593790	810738	0	10	1	0	50	114	43593264	1.846804e-01	1
LHX6	220092	528	30	2744946	603126	0	8	1	0	50	61	37008810	1.847599e-01	1
SUB1	487935	442	22	918486	130086	0	4	0	0	50	92	39132234	1.848486e-01	1
NOV	261913	519	-14	2405934	458586	0	8	1	0	19	29	15652368	1.854562e-01	1
TAAR1	125852	605	19	2288988	391572	0	4	0	0	50	49	36941796	1.857003e-01	1
TYRO3	744461	166	44	5880150	1333710	0	15	2	0	15	26	16904610	1.857440e-01	1
GAD1	352183	519	31	4189032	772632	0	15	2	0	18	29	13247748	1.866696e-01	1
IGLL1	604420	399	31	1398096	310104	0	6	0	0	50	67	34785522	1.866747e-01	1
CCL3	744143	565	28	638604	120888	0	2	0	0	50	75	45033408	1.871118e-01	1
ARHGAP24	29589	739	13	5405796	893520	0	9	1	0	21	21	21564054	1.871515e-01	1
TXNL1	82448	867	15	2036700	323244	0	3	0	0	50	24	33493860	1.872384e-01	1
SPATA19	270077	622	-14	1165518	227322	0	5	0	0	50	89	31302108	1.876390e-01	1
DUSP12	447958	504	29	2310012	436248	0	5	2	0	9	7	7224372	1.887697e-01	1
RASA1	154501	726	24	7154730	1386270	0	11	3	0	47	114	84119652	1.889860e-01	1
RGS8	650082	702	23	1448028	254916	0	3	0	0	50	27	36705276	1.891260e-01	1
MBLAC1	1299015	205	52	1616220	499320	0	8	0	0	41	64	34288830	1.893120e-01	1
STK32B	66595	613	12	2914452	478296	0	5	1	0	8	2	7827498	1.895618e-01	1
GLRA3	62161	797	-15	3199590	561078	0	8	1	0	28	24	20259252	1.895631e-01	1
HIST1H4D	398813	636	53	649116	176076	0	3	0	0	50	52	25328664	1.897241e-01	1
KLRK1	378365	334	0	1575486	208926	0	8	1	0	8	9	3049794	1.899134e-01	1
GABRA1	12179	927	-16	3093156	604440	0	9	2	0	7	7	5232348	1.899345e-01	1
BAHD1	888588	192	47	4943268	1277208	0	5	0	0	7	0	10102032	1.902850e-01	1
CMTM7	306655	592	19	1162890	266742	0	2	0	0	50	42	48711294	1.903303e-01	1
EYA4	97438	409	-8	4651560	869868	0	15	3	0	14	21	9471312	1.911144e-01	1
MESP2	934542	212	37	2467692	680652	0	23	4	0	1	10	1961802	1.916584e-01	1
TRAK2	511735	479	26	6166602	1194426	0	11	1	0	37	26	24990966	1.916844e-01	1
KLHL38	517269	192	22	3876300	743724	0	10	4	0	26	29	16905924	1.918312e-01	1
ATG10	156562	717	25	1561032	254916	0	3	0	0	50	115	85187934	1.919349e-01	1
EHD4	830035	224	39	3631896	699048	0	9	3	0	9	4	6399180	1.927939e-01	1
RNF6	96737	562	25	4537242	902718	0	6	0	0	26	10	20537820	1.931424e-01	1
GADD45GIP1	1886809	335	40	1434888	344268	0	5	0	0	50	67	35061462	1.936423e-01	1
TNFRSF10B	694327	213	48	2957814	603126	0	9	0	0	12	7	7110054	1.936712e-01	1
OR8K3	10317	969	-43	2044584	417852	0	8	1	0	15	30	10705158	1.940518e-01	1
CCDC66	178940	477	24	6714540	961848	0	11	1	0	34	23	23515344	1.944525e-01	1
HTR3B	182706	555	9	3023514	550566	0	10	0	0	17	31	16177968	1.945065e-01	1
C15orf26	266324	650	22	2076120	373176	0	5	0	0	3	0	2890800	1.948248e-01	1
INTS6	219283	371	38	6083820	1114272	0	11	1	0	15	12	12593376	1.951881e-01	1
PCID2	759371	229	38	2869776	436248	0	6	1	0	10	3	5659398	1.952347e-01	1
CLEC6A	321790	564	13	1486134	222066	0	5	1	0	29	49	21235554	1.959546e-01	1
